DATE1,CUSTNAME,CUSTNMBR,ADRSCODE,Service_Call_ID,Record_Notes

[5/25/2023 5:44:17 PM Ouellette, Albert - 0009] 
Arrived on site and met with Jose, Jose contacted POC to gain access to building, where we begun on the 8th floor. 

SCU #8:
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800277

Found unit off at unit switch upon arrival, turned unit on, awaited start sequence to test operation of all (4) Circuits. 

Found circuit #1 with 15psi standing pressure. 

I disabled compressor in unit controller to keep unit from going into alarm, and we proceeded checking the other (3) Circuits. 

Found circuits 2-4, operating around the same (190psi head pressure, and 65psi suction pressure). 

Checked temperature split across condenser, found each compressor adds roughly 2.5° to the split, totaling in at 10° @ 100%, which is factory specifications. 

Circuits 2-4 compressor Amps were ~18-19A on all 3 legs, Compressor RLA=20A. 

Found other issues with SCU #8. 

We packed up tools and headed to SCU#7.  

SCU#7:
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800244

Found circuit 4 flat, disabled circuit in controller, proceeded to check other circuits. 

Found all other circuits running ~ 180psi discharge pressure, 65psi suction pressure @ 18-19Amps. 

Found condenser water split to be consistent @ ~2.5° per compressor. 

Supply fan was maintaining static pressure as required. 

Found no other issues with SCU#7. 

We packed up our tools and moved to SCU#6. 

SCU#6:
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800186


Found unit off at unit switch, turned unit on, and awaited start up sequence to begun checking unit/cooling operation. 

Adjusted setpoints to bring on as many compressors as possible as the building load was very low. 

As the unit staged on, and I had (2) Compressors running, I noticed a high temperature split across the condenser (9° with unit capacity only at 50%.) thus we also found higher condensing, and evaporator temperatures. 

I begun to investigate proper condenser water, and Economizer valve operation, found both valve operation as expected, however the temperature split indicates a lack of water flow through the condenser. 

We will possibly need to pull the strainer to confirm that is not where we are losing flow at. 

We continued attempting taking readings from this unit, however all readings were higher then usual due to the lack of water flow. 

Whilst still taking readings, engineer notified us that he was leaving, and that we had to pack up. 

Left unit off for the night, I will return tomorrow to continue on with the maintenance. 

Checked out with POC Anthony. 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/5C0F1045-E739-4ECB-8C1F-ECB2B948E6B6

[5/25/2023 6:59:06 PM Benitez, Jose - 0008] 
23-02543
MAINTENANCE 
Cushman & Wakefield 
2800 S Randolph Street
Arlington VA

gain access to building, where we begun on the 8th floor. 

SCU #8:
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800277
R407C
RLA=20A. 

Supply fan 39.4 amps 
-Compressor 2 amperage 18.8, 18.6, 18.6. 
pressures 70/196
Compressor 3 18.3,18.6, 18.2.
Pressure 65/165
-Compressor 4 18.4, 18.1, 18.4.
Pressure 72/176
Found unit off at unit switch upon arrival, turned unit on, awaited start sequence to test operation of all (4) Circuits. 

Found circuit #1 with 15psi standing pressure. 
Turned overload off
We disabled compressor in unit controller to keep unit from going into alarm 

Checked temperature split across condenser, found each compressor adds roughly 2.5° to the split, totaling in at 10° @ 100%, which is factory specifications. 


Found no other issues with SCU #8

SCU#7:
M#SWP065D27ALEDP315151515YYYYRS12YYY
S#FBOU070800244
R407C
RLA=20A

Supply fan 38.4 amps 
Compressor, 1. 19.0, 18.7, 18.6. 
Compressor 3
18.6, 18.2, 18.7.
Pressure 61/159
Compressor 2


Found circuit 4 flat, disabled circuit in controller, proceeded to check other circuits. 
Turned over load off

Found condenser water split to be consistent @ ~2.5° per compressor. 

Supply fan was maintaining static pressure as required. 

Found no other issues with SCU#7. 


SCU#6:
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800186
R407C
RLA=20A

Supply fan 44.4 A. 
Compressor 2
21.2,20.8,21.0.
Pressure 80/204
Compressor 3
19.6, 19.4, 19.8.
Pressure 76/190
Compressor 1 
19.9,19.2,19.6
Pressure 100/205
Compressor 4 
19.2,19.3,19.4
Pressure 80/196


Found unit off at unit switch, turned unit on, and awaited start up sequence to begun checking unit/cooling operation. 

Adjusted setpoints to bring on as many compressors as possible as the building load was very low. 

As the unit staged on, and I had (2) Compressors running, I noticed a high temperature split across the condenser (9° with unit capacity only at 50%.) thus we also found higher condensing, and evaporator temperatures. 

I begun to investigate proper condenser water, and Economizer valve operation, found both valve operation as expected, however the temperature split indicates a lack of water flow through the condenser. 

We will possibly need to pull the strainer to confirm that is not where we are losing flow at. 

We continued taking readings from this unit, however all readings were higher then usual due to the lack of water flow. 

We were still taking readings, engineer notified us that he was leaving, and that we had to pack up. 

Left unit off for the night, Albert will return tomorrow to continue on with the maintenance. 

Checked out with POC Anthony. 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/ED3F4A39-C681-4AA7-B3CD-4D6CFAD90109

[5/25/2023 10:32:39 PM Mohney, Keith - 0013] 
5/25/23 2800 S 
April Maintenance Randolph 23-02543

Traveled to job (2nd call) met Albert O, Jose B on site. Assisted with checking operations,taking readings of compressors, supply fans, SCU6, SCU7, SCU

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/62410564-5532-45B4-8182-50B8DE3B1466

[5/26/2023 3:58:07 PM Ouellette, Albert - 0010] 
Arrived on site, and met with Gavin. 

I contacted POC Anthony to receive keys needed to access each mechanical room. 

We begun on floor 5:
SCU #5
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800243

Adjust necessary setpoints, to test each circuits ability to run, below were my findings;

CIRCUIT 1:
LP:80psi
HP: 235psi
A: 20A
CIRCUIT 2:
LP:75psi
HP: 220psi
A: 21A
CIRCUIT 3:
LP:75psi
HP: 215psi
A: 21A
CIRCUIT 4:
LP:0psi
HP: 100psi
Compressor #4 almost empty, left disabled. Will need to recover remaining refrigerant, and leak check circuit. 

Packed up tools and headed to 4th floor, below were my findings;

SCU #4:
M#: SWP065D27ALEDP315151515YYYYRS12YYY
S#: FBOU070800185

CIRCUIT 1
LP:85
HP: 180
A:18.9
CIRCUIT 2
LP: 80
HP: 178
A: 18.9
CIRCUIT 3
LP: 65
HP: 168
A: 18
CIRCUIT 4
LP:58
HP: 150
A: 17.9

Packed up tools and headed to 3rd floor, below were my findings;

SCU#3
M#: SWP080D27ALEDP320202020 YYYSS12YY
S#: FBOU070800025

CIRCUIT#2:
LP: 68
HP: 185
A: 28.5A
CIRCUIT 3
LP:47
HP: 166
A: 26.7A
CIRCUIT 4
LP: 55
HP: 167
A: 26.8A
Circuit 3 and 4, appear to be low on refrigerant, would recommend pulling charge, and leak checking. 

Circuit 1 compressor has extreme bearing noise, and is drawing almost double RLA (See XOI for video) it is likely this compressor is going to lock up, we will need to replace. 

Packed up tools, and headed to the 2nd floor, below were my findings;

SCU#2
M#: SWP080D27ALEDP320202020YYYYSS12YYY
S#: FBOU070800003

CIRCUIT 3
LP: 60
HP: 165
A: 28.3/27.8/29.2
CIRCUIT 4
LP:40
HP: 174
A: 27.1/26.3/28.3

Circuit 2 was empty of refrigerant, will need to be leak checked. 

Circuit 1 compressor has extreme bearing noise, and is drawing almost double RLA (See XOI for video) it is likely this compressor is going to lock up, we will need to replace. 

Packed up tools, and headed to the 1st floor, below were my findings;

SCU#1
M#: SWP023D27ALDEDPY05050505YYYYLS12YYY
S#: FBOU070800003

Circuit 1:
LP: 40
HP: 175
A: 8.2A
Circuit 2:
LP: 72
HP: 195
A: 8.
Circuit 3:
LP: 65
HP: 175
A: 7A
Circuit 4 has no refrigerant, will need to be leak checked. 

Circuit 1 was running, and appeared low on refrigerant, would recommend recovering remaining refrigerant and leak check circuit. 

Packed up tools, and checked out with Anthony, explained all findings would be written up for quotes to begun the repair process. 

Maintenance is complete. 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/F6D28B58-8483-4F62-8BE2-62506A9C4722

[5/26/2023 10:02:10 PM Petersen, Gavin - 0011] 
Arrived on site and checked in with engineer.
Went from the 5th floor down and checked all cooling circuits on building units.
Reported findings and recommended repairs

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/0B2062BE-A4E9-45E7-BB68-60C3E8A68D9E"

2023-04-26 00:00:00,"",HAVT059,WESTWOOD CC,23-03265,"[4/26/2023 9:43:33 PM DiGiovanni, Louis - 0001] 
4/26/23.   Lou
DAIKIN
M-DBG3003SH00040CAA
S-2203099661
Investigation 
- arrived on site and called poc , Kevin Murphy he was not onsite . He told me we’re unit was .
- he explained issue with unit and gave me his tech phone # osmand 
- found compressor 2 blew pecker head out and burnt oil went everywhere .
- found they cut power wires to compressor and wire nut off 
-  found contactor was welded , will need replaced .
- found condenser coil for circuit 2 very very  dirty 
- will need condenser coils cleaned and all oil 
- burnt oil is all inside compressor section and running on concrete pad 
- refrigerant circuit will need to be flushed and cleanup driers will need installed to clean circuit 
- will need to add acid away to new compressor 
- checked circuit 1 for refrigerant and was good , no leaks .
- called osmund to find out what he saw 
- called Craig eddy and Weston about issues , sent pics 
- will need quote 
Job complete 

https://visionshare.xoi.io/?id=ms337262a1-f23c-i153-95064e7d9117-u284-093cffe3f764


Sent from my iPad"

2023-04-26 00:00:00,"",BFSA003,WAYCROFT RESIDE,23-03214,"[4/26/2023 9:41:06 PM Rick, Hays - 0001] 
26 Apr 2023
Rick Hays

Aaon
OAU-5
Mod #'RN-040-3-0-EB09-3DB
Ser # 201811-BNGV72641

Arrived on site and met with Adam,Ariel and Sezar. Went over work being performed. Found that oil not returning to compressor and logging up in reheat coil. Manually flushed and oil came back to compressor. Pressures and temperatures back inline within specs of unit. 

Job complete. 



Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/E8218045-7A48-450F-8633-B564AFD91187"

2023-05-02 00:00:00,"",HAVT018,I-66,23-03264,"[4/26/2023 9:40:34 PM Beaty, Shannon - 0001] 
23-03264 I-66 AAON UNIT IN ALARM 

RTU-1
M# RN-020-3-0-EB09-34B
S# 202110-BNGP94525

RTU-2 
M# RN-025-3-0-EA09-34B
S# 202110-BNGR94526

Work performed 

- Arrived on site checked in with POC 
- Went to roof to access RTU-1
- Found unit in POF alarm 
- Checked out supply fan motor and found the motor bearings have failed 
- Also found supply fan fuse blown 
- When I was checking the blower I found the high pressure transducer is broken 
- Then went to RTU-2 and found unit in alarm 
- After checking out I found compressor 1 off on high pressure 
- I reset switch and reset unit 
- RTU-2 came on and is running in cooling mode 
- I watched unit run for a while and could not duplicate the problem 
- While checking out unit I found the high side pressure transducer broken in this unit also 

Return visit required 

Work to perform on return visit 

RTU-1
- We will need to replace the supply fan motor 
- Replace supply fan fuse 
- Replace high side pressure transducer on circuit 1 

RTU-2 
- Replace high side pressure transducer 

Parts needed 

- Supply fan motor 
- Supply fan fuse 
- 2- High side pressure transducer 




Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/52568312-F96B-4361-B491-D69397E30DD7

[5/2/2023 4:53:16 PM Boerlage, Johannes - 0003] 
5/2/2023
RTU-1 supply motor, transducers 

RTU-1
M# RN-020-3-0-EB09-34B
S# 202110-BNGP94525


Joe Boerlage picked up motor and transducers from shop. 

Arrived onsite met Dan C And poc.

Dan and I roped new motor to roof and carried to unit.

Brought up tools locked out and tagged out unit.

Remove supply fan door unbolted the motor took pictures of wiring then unwired motor.

We lifted old motor out and sat on a bucket.

Removed fan wheel from motor.

Sanded and sprayed new shaft and installed wheel with new keyway.

Lifted new motor into place. Bolted it down, and reworked motor. 

Replaced damaged transducers for compressors 1,2

Hand spun wheel and made sure it doesn’t rub. 

Then removed my lock from unit powered it back on put the supply fan drive into hand to to test supply fan fan works is not rubbing and is not noisy I took the drive back out of hand put it back to auto and left the unit powered on.

Lowered old motor off the roof loaded into truck took to shop and labeled appropriately

job complete



Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/076ED4FC-2C7A-4405-8C10-6DCB0AD0F34A

[5/2/2023 11:58:47 PM Coombs, Dan - 0002] 
5/2/23 DanC 
Aaon units 
RTU-1
M# RN-020-3-0-EB09-34B
S# 202110-BNGP94525

RTU-2 
M# RN-025-3-0-EA09-34B
S# 202110-BNGR94526
Met with Joe B. 
We roped up new blower motor for rtu-1.
Replaced motor and checked and tested operation, found motor is working properly.
We also replaced the discharge pressure transducers on both circuits.
Verified the new ones are reading properly.

I went up to the upper roof and replaced the discharge pressure transducers on both circuits as well.
Verified they are both reading properly.
We roped down the old motor and returned to the shop.
All ok at this time.
Job complete.

https://visionshare.xoi.io/?id=mse7c9f894-f23c-i151-e0514918bd25-u4EC-0967f8addfe9"

2023-05-15 00:00:00,"",GREY008,WATERMARK,23-02529,"[4/26/2023 9:38:50 PM Elliott, Jacob - 0009] 
Watermark Maintenance 4/26/23
Jacob E and Carlos C
Maintenance 

Arrived onsite and checked in with Carlos. Received access to building and rooftop. Once filters arrived, I assisted with getting filters off of delivery truck. Got all filters up to rooftop and went to Rtu-1. Turned unit off and changed filters in unit. Got all dirty filters and put them back in boxes. Got old filters away from unit and put them by the roof access door. Turned unit back on and Went to Rtu-2. Repeated the process for Rtu-2. Got all filters down off rooftop and put them into trash room upon building engineers request. Technician returning 4/27/23 to continue maintenance. Cleaned up workspace and checked out. 

Job incomplete. 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/9F395CF7-7018-4B2E-BED0-5493DCEA8343

[4/27/2023 6:07:04 AM Chavez, Carlos - 0001] 

4/26/2023

AHU 1 
Model No:RN-130-3-0-LAOA-3PB
Serial No:201912-BVGK01155


Arrived on site checked in with the front desk. Got a key fob. Grabbed my tools and went to the roof. 
- DOAS 1 was currently operational and maintaining 70° supply air with no alarms. 
- Visually inspected the unit. Filters need to be changed 
- Checked the crank case heaters on the compressor. 3 out of 4 will need to be changed. They are not warming up. Heaters will need to be changed for A1, A2 and B2.
- While checking the contactor for C-C-A2 I founded it worn/pitted. I recommend replacing it. Pictures in XOI.
- I also found a bad motor starter CT-DISC15. This switch is for the light switch. It does not affect the operation of the unit.
- (2) KLRD 2amp Fuses for CT-FU15 will need to be replaced as well. 
- Checked operation of the unit 
- I also cleaned the condenser coil for DOAS 1. While I had the hose out I also cleaned coils on VRV condensers CU-9N, CU-8N, CU-6N, CU-4N, CU-7N, CU-5N, CU-3N and CU-2N

AHU 2
Model No:RN-130-3-0-LAOA-3PB
Serial No:201912-BVGK01156
- Changed Filters 

Filter delivery arrived for DOAS 1 and 2. Jacob and I unloaded them, took them up to the roof. We changed out the dirty filter and installed new ones in both units. Cleaned up our area and stored them in P1 trash room per the POCs request. 

Will return tomorrow to continue PM service 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/332BC979-3184-490E-83BB-45A25DA54211

[4/27/2023 7:16:13 PM Giron, Brandon - 0010] 
23-02529 the watermark April maintenance 

-Met with Carlos and assisted with PM. 
-Located ITM and connected to the following ports and monitored data for the following CUs. 

ITM 1 port 1

CU-2S
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time. 
-A lot of the indoor units were showing little to no super heat at the indoor units. Filters may be dirty. 
-Discharge super heat: 88
-Suction Super heat: 16
-Subcooling: 34
-System is operating with high discharge super heat. Recommend cleaning filters and rechecking data to look at refrigerant charge.

ITM 1 Port 7

CU-3M
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time. 
-Discharge super heat: 38
-Suction Super heat: 27
-Subcooling: 13

CU-9M
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time. 
-Discharge super heat: 51
-Suction Super heat: 26
-Subcooling: 11

CU-6M
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time. 
-Discharge super heat: 60
-Suction super heat: 15
-Subcooling: 14

ITM 1 port 6

CU-8M
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time.
-A lot of the indoor units were showing little to no super heat at the indoor units. Filters may be dirty. 
-Discharge super heat: 65
-Suction super heat: 18
-Subcooling: 23

CU-4M
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time.
-A lot of the indoor units were showing little to no super heat at the indoor units. Filters may be dirty. 
-Discharge super heat: 67
-Suction super heat: 20
-Subcooling: 23

CU-5M
-Placed system on cool mode and monitored data. Checked for indoor eev bleed by and didn’t find any at this time.
-Discharge super heat: 63
-Suction super heat: 25
-Subcooling: 14

-Also assisted Sean kerns and JCM with controlling CU-5s from the ITM while they looked at system for leaks.


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/388F7FCF-1970-44CF-88A1-6C9835ADD5CF

[4/27/2023 10:43:37 PM Chavez, Carlos - 0002] 
Arrived on site and met Brandon Giron. Checked in the front desk and got a key fab. Went to the roof to continue Pm
- Cleaned coils for AHU-2, CU-9M, CU-8M, CU-4M, CU-3M, CU-6M, CU-5M, CU-2M, CU-7M, CU-1M, CU-7S, CU-9S, CU-8S, CU-2S, CU-6S, CU-4S, CU-1S-B CU-1S-A, CU-3S, CU-5S, 
- Changed out a shredder core in CU-9S. Refrigerant was leaking out this core so I changed it . 

AHU 2
Model No:RN-130-3-0-LAOA-3PB
Serial No:201912-BVGK01156
- After cleaning the coils
- Turned unit off. 
- Put a LOTO 
- Wiped the unit down
- Tightened down the electrical connections 
- Turned unit back on. 
- Checked the crankcase heaters. The crankcase heaters are not warming up. Verified power and fuses. Everything checked out fine but the heaters do not warm up. I recommend  all 4 crankcase heaters be changed out. 
- Hooked up my computer and checked cooling operation. Unit checked out good. 
- Before leaving I checked out with the POC 
Will return tomorrow to continue PM

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/282074F8-90F2-40EE-B056-F7089AFC8488

[4/30/2023 9:11:49 PM Chavez, Carlos - 0003] 
4/28/2023


Arrived on site and checked in with the front desk. Got a key fab and went to the PH. Plugged my computer to the VRV system. 

System 1-5
* CU-5S 
Put the system in cool mode and check operation. Took readings. Put the system in fan mode to equalize the sensors at the indoor units. 
- Discharge Superheat 61°
- Suction Superheat 25°
- Subcool 12°

* CU-4S
Put the system in Cooling and checked operation. I noticed high discharge superheat. I also noticed high superheat at the indoor units. Multiple indoor units EV valves opening over 1000pls. I recommend this unit be investigated on the next visit.
- Discharge Superheat 81°
- Suction superheat 23°
- Subcool 32°

9 out of 28 Systems were looked at. 19 VRV system remain.
Before leaving I checked out with the POC. We are scheduled back in may to continue VRV Pm. 

PM incomplete 

System
CU-1SA (2modules): 10 Indoor units 
CU-1SB (2modules): 14 indoor units 
CU-1M (1module) : 7 indoor units 
CU-2M(1module): 12 Indoor units 
CU-3M (2modules): 17 indoor units 
CU-4M (2modules): 17 indoor units 
CU- 5M (2modules): 17 indoor units 
CU-6M (2modules): 17 indoor units 
CU-7M (2modules): 17 indoor units 
CU-8M (2modules): 17 indoor units 
CU-9M (2modules): 17 indoor units 
CU-2S (2modules): 21 indoor units 
CU-3S (2modules): 21 indoor units 
CU-4S (2modules): 21 indoor units 
CU-5S (2modules): 21 indoor units 
CU-6S (2modules): 21 indoor units 
CU-7S (2modules): 21 indoor units 
CU-8S (2modules): 21 indoor units 
CU-9S (2modules): 21 indoor units 
CU-1N (1module): 12 indoor units 
CU-2N (2modules): 21 indoor units 
CU-3N (2modules): 21 indoor units 
CU-4N (2modules): 21 indoor units 
CU-5N (2modules): 21 indoor units 
CU-6N (2modules): 21 indoor units 
CU-7N (2modules): 21 indoor units 
CU-8N(2modules): 21 indoor units 
CU-9N(2modules): 21 indoor units 

Total of 510 indoor units 
Total of 28 system(53 Condensers)

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/3949D50B-7259-4BCC-8A05-F1F51E992A14

[5/11/2023 10:00:05 PM Chavez, Carlos - 0004] 
Arrived on site and met Jimmy B. Checked in the front desk and got a key fab. We went to the PH and hooked up our service checker. I put the filling system in cooling mode and checked operation. I also checked the FCUs eev pulses. Everything checked out fine. Before leaving I checked out with the front desk and POC. I will return tomorrow to continue 

Port 1-5 
* CU-1SA
- Discharge Superheat 52°
- Suction Superheat 15°
- System Subcooling 35°
Port 1-3
* CU-7M 
- Discharge superheat 52°
- Suction superheat 24°
- System subcool 9°
* CU-1M
- Discharge superheat 70°
- Suction superheat 29°
- System subcool 22°
* CU-2M
- Discharge superheat 52°
- Suction superheat 20°
- System subcool 9°

1 indoor unit has an alarm in the 9th floor Electrical rm. Code A3: this is for condensate drain/Float

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/E1206E72-E04C-4427-B5DA-7EC179343AB4

[5/11/2023 10:20:53 PM Beal, James - 0011] 
5/11/23 JB 
The Watermark
Maintenance 
-Arrived onsite and met with Carlos
-Hooked up service checker 
-Analyzed data on a few systems  
-Ports 1-4,1-2
-7S has issues with a shortage of refrigerant
Incomplete 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/ADEC36DA-FA54-45F5-96D8-373C361CBE4C

[5/14/2023 2:17:33 PM Chavez, Carlos - 0012] 
5/12/2023


Arrived on site. Checked in with the front desk and POC. Got a key fab and went to the PH. Hooked up my computer and began monitoring data. 

Port 2-4
* Cu-2N
- discharge superheat 46°
- Suction superheat 11°
- System sub cooling 3°
* CU-4N
- discharge supheat 61°
- Suction superheat 16°
- System sub cooling 8.5°
* Cu-3N
- discharge superheat 68°
- Suction superheat 30°
- System sub cooling 3°
11:50am 
- Discharge superheat 91.8°
- suction superheat 18°
- System sub cooling 6°
- Indoor superheat 
- Sub cooling circuit superheat 480pulses is wide open. Currently at 440 pulses also 12.6°

Will return Monday and continue monitoring data 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/8DDBE96E-614B-4A2B-B697-01A1C595D53D

[5/14/2023 9:47:13 PM Auster, Charles - 0015] 
Please use the following URL to view related photos/videos:

https://vision.xoeye.io/partners/havtech/activity/919017BE-6385-4230-9C40-B279293A52A8

Charles a
Checked in with the customer and went to the itouch manager. Recorded data multiple ports. Shared findings  with Carlos.

[5/15/2023 8:19:09 PM Beal, James - 0014] 
5/15/23 JB 
The Watermark
Maintenance 
-Arrived onsite and met with Carlos
-Hooked up service checker 
-Analyzed data on a few systems  
-Ports 2-0 and 2-3
-5N, 8N has issues with a shortage of refrigerant
Complete


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/A2570E88-D649-49A7-996A-82A3258AF9A8

[5/15/2023 9:51:20 PM Chavez, Carlos - 0013] 
Arrived on site. Checked in with the front desk and POC. Got a key fab and went to the PH. Hooked up my computer and began monitoring data. Forced all units into cooling and checked data. 

Port 2-2 
* CU-6N 
- Discharge superheat 111°
- Suction superheat 28°
- System subcooling 7.5°
* CU-1N 
- Discharge superheat 99°
- Suction superheat 19°
- System subcooling 10°
* CU-7N
- discharge superheat 57°
- Suction superheat 3°
- System sub cooling 7°

While checking indoor units for CU-7N, I noticed rm 726 had the EEV at 2000pulses, Liquid pipe temp 45° and gas 73°. I put the unit in fan mode and temps did not equal out. I made the POC aware. We were able to go into rm 726. I made sure the sensor were landed and took temperatures on each pipe. Liquid was 45° and gas pipe temp was 55°. New temp sensors will need to be ordered. These sensor land on X5A on the terminal board. 


Before leaving I updated the POC and checked out before leaving .

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/A5883E1F-79B0-4F4C-9144-C7241E375F40"

2023-04-26 00:00:00,"",HJON001,1201 NEW YORK A,23-02991,"[4/26/2023 9:22:08 PM Hardesty, Hugh - 0002] 
4/26/23Bh
UCA Tag# SCU-6N / No cooling.
-Found compressor assist disabled in main controller.
-Enabled compressor assist and confirmed mechanical cooling.
-Spoke with sales engineer and was instructed to keep disabled due to units low on airflow.

UCA Tag# SCU-1B / Head pressure Trip 
-Found shaft slipping on control valve. Tightened down lock nut and confirmed operation.
-Confirmed piping and valve orientation with UCA factory.
-Spoke with sales engineer and was instructed to keep disabled due to units low on airflow.
*COMPLETE*

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/F650EF26-88F3-415D-A8F0-2BC114119133"

2023-04-26 00:00:00,"",HKEN001,655 NEW YORK AV,23-03286,"[4/26/2023 8:57:11 PM Schmoll, Brandon - 0001] 
655 New York Ave Engenium Group 04/26/23
OJT Brandon S. & Chris R. 
Daikin Madoka Wall Controller settings 

Work Performed 
- Changed settings to indoor units
- Set offset temperatures for unoccupied mode 
- Set Wall controllers to control Auto change over 
- Went through setting up a file on Madoka blue tooth App
- Tested functions of setup after 
- We went to all wall controllers and made changes based on number of indoors to BS boxes and wall controller control to indoor units 

Follow up 
 None 

Job complete 




Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/7C2D46AD-7EE1-4F47-81F9-95D21FFC7BE5"

2023-04-26 00:00:00,"",HKEN001,2131,23-03239,"[4/26/2023 8:52:39 PM Davis, Jeff - 0001] 
9TH & W ST
Reverb Bldg.
Wednesday 4-26-2023
Daikin VRV
HRU-A
Master Module
Mod.# REYQ120XAYDA
Ser.# 2201425511
Sub Module
Mod.# REYQ96XAYDA
Ser.# 2202060051
Work Performed:
- Arrived on site and met with Mark Dunkin with Breeden (240) 772-0484.
- Mark let me know that there was no refrigerant flow through the original BS box so they replaced it and the new BS box is doing the same thing.
- Went to the BS box that they replaced and checked dip switch settings.
- Went to the roof and ran system in full cooling, but was not able to get the system to go into fault.
- Did find that indoor units below had no refrigerant flow.
- I3- no temp diff (1-04) conference Rm
- I4- no temp diff (1-06) kitchen
- I5- no temp diff (1-05) office
- I6- low gas/ high liquid in cooling mode (1-07) open area.
- Put system into test mode and system failed on a UF-01 error code. This error will typically happen in test operation. It is caused by no temperature change on the indoor units coil.
-  Checked for higher than normal voltage on control circuit. Found 15.6vdc which is normal.
- Checked for grounded or shorted control wiring between outdoor unit to outdoor unit, outdoor to indoor, between BS boxes, and between BS and FCU’s.
- Reset system and ran system in parallel. 
- Found that the suction and dual pressure piping is crossed on the BS box for the second floor management area.
- Breeden will make repairs. 
Follow up: None
Job Complete 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/614CC06E-3CE9-420A-90D1-9B17242FA548"

2023-04-27 00:00:00,"",INOV001,INOVA MT VERNON,23-03245,"[4/26/2023 8:49:21 PM Dennis, Steven - 0002] 
23-03245

CU4
Carrier

MN:38GVQ018---3

SN: 5012V00540

4/26/23
Performed electronic leak search. Found leak on both 1/4 flares.Recovered 1.79 pounds of refrigerant. Repaired flare on outdoor unit. Replaced flare nut and repaired flare on evaporator.Pressurized system with nitrogen. System past leak test. Evacuated system to 190 microns. Added 2.9LB  of 410A. Tested system operations. System is operational. Found remote controller for mini split periodically not responsive. Replace batteries still displaying intermittent issues. Recommend replacing remote controller. Work completed 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/F869AB7F-1FAF-4910-AF9F-E3A9C644C760

[4/27/2023 6:31:32 AM Haim, Eyal - 0001] 
Arrived to the hospital, checked in at the engineering office. 

Gained access to the unit,  unit is not cooling.

